#SYM,AVAILABLE,REBATERATE,FEERATE
TRCK,1000,-7.2118,12.5318
TRCNF,300000,5.0700,0.2500
TRCTF,300000,5.0700,0.2500
TRCY,25000,-16.0322,21.3522
TRDA,30000,2.6875,2.6325
TRDM,200000,5.0700,0.2500
TRDX,10000,5.0700,0.2500
TRDY,1000,5.0700,0.2500
TREE,150000,4.9119,0.4081
TREIF,20000,5.0700,0.2500
TREP,200000,-8.2510,13.5710
TRES,55000,-52.5377,57.8577
TREVQ,5000,-15.9868,21.3068
TREX,950000,5.0679,0.2521
TRFK,900,-6.2463,11.5663
TRGD,750000,5.0700,0.2500
TRGGF,150000,5.0700,0.2500
TRGM,10000,5.0700,0.2500
TRGP,4300000,4.9119,0.4081
TRI,55000,4.9915,0.3285
TRIB,700000,-19.8839,25.2039
TRIE,4000,5.0700,0.2500
TRII,10000,5.0700,0.2500
TRIN,1100000,4.0886,1.2314
TRINL,400000,-0.3059,5.6259
TRIP,1200000,4.9119,0.4081
TRIRF,550000,-22.1517,27.4717
TRIS,250000,-7.0717,12.3917
TRKAQ,400000,-43.4576,48.7776
TRKNY,900,-5.8430,11.1630
TRLEF,1200000,-2.0806,7.4006
TRLFF,200000,5.0700,0.2500
TRLM,100,5.0700,0.2500
TRMB,2400000,4.9119,0.4081
TRMD,500000,4.5304,0.7896
TRMK,400000,4.6169,0.7031
TRML,80000,-12.7114,18.0314
TRMLF,100000,4.3558,0.9642
TRMNF,10000,4.2630,1.0570
TRN,450000,4.8909,0.4291
TRND,500,5.0700,0.2500
TRNFQ,20000,-19.9422,25.2622
TRNLY,3000,5.0700,0.2500
TRNO,850000,5.0700,0.2500
TRNR,85000,-102.6102,107.9302
TRNS,200000,4.7021,0.6179
TRNT,8000,5.0700,0.2500
TROG,10000,5.0700,0.2500
TROIF,5000,5.0700,0.2500
TRON,90000,-28.7222,34.0422
TROO,2700000,-86.3258,91.6458
TROUF,6000,5.0700,0.2500
TROW,2100000,5.0700,0.2500
TROX,400000,5.0700,0.2500
TROYF,10000,-13.5914,18.9114
TRP,250000,4.9753,0.3447
TRRE,40000,-9.5500,14.8700
TRRI,2000,5.0700,0.2500
TRRSF,10000,4.6766,0.6434
TRRXF,250000,5.0700,0.2500
TRS,850000,4.2678,1.0522
TRSI,2000000,5.0700,0.2500
TRST,100000,4.6291,0.6909
TRT,150000,3.4740,1.8460
TRTL,200000,4.1000,1.2200
TRTX,3700000,4.9694,0.3506
TRTY,90000,-3.1475,8.4675
TRU,1000000,5.0700,0.2500
TRUA,55000,NA,NA
TRUE,1600000,3.0242,2.2958
TRUFF,900000,-3.6316,8.9516
TRUG,20000,-54.7027,60.0227
TRUL,300,5.0700,0.2500
TRUMY,25000,-31.8885,37.2085
TRUP,10000,3.8623,1.4577
TRUX,10000,-18.6432,23.9632
TRV,2100000,4.9119,0.4081
TRVG,450000,-0.4520,5.7720
TRVI,2300000,4.5421,0.7779
TRVN,750000,-44.4521,49.7721
TRX,3500000,-6.3562,11.6762
TRXA,300,5.0700,0.2500
TRYF,700,5.0700,0.2500
TRYIY,350000,-3.1475,8.4675
TRYLF,150000,5.0700,0.2500
TRYPF,550000,-1.4311,6.7511
TS,650000,4.9189,0.4011
TSAT,150000,-3.1475,8.4675
TSBA,2000,-8.0756,13.3956
TSBK,35000,4.4301,0.8899
TSBX,10000,-3.4332,8.7532
TSCDY,3400000,-11.2665,16.5865
TSCFY,400,5.0700,0.2500
TSCO,200000,5.0558,0.2642
TSDD,1000,-38.4649,43.7849
TSE,450000,4.8564,0.4636
TSEM,850000,3.7985,1.5215
TSGL,15000,5.0700,0.2500
TSGTY,400,-2.2003,7.5203
TSHA,1800000,4.9131,0.4069
TSHMY,400,NA,NA
TSHO,250000,5.0700,0.2500
TSHTY,500,5.0700,0.2500
TSI,150000,-30.0277,35.3477
TSKFF,20000,-27.7757,33.0957
TSL,75000,-15.2990,20.6190
TSLA,10000000,5.0700,0.2500
TSLH,100,-7.0608,12.3808
TSLL,2500000,0.0570,5.2630
TSLP,1000,-94.6154,99.9354
TSLQ,45000,-0.7652,6.0852
TSLR,35000,-7.6164,12.9364
TSLS,300000,0.4449,4.8751
TSLT,150000,-0.5765,5.8965
TSLV,100,5.0700,0.2500
TSLVF,850000,-4.2414,9.5614
TSLX,500000,4.8792,0.4408
TSLY,100000,3.3743,1.9457
TSLZ,10000,-38.8651,44.1851
TSM,10000000,4.9119,0.4081
TSME,7000,-5.1773,10.4973
TSMI,6000,5.0700,0.2500
TSN,3400000,4.9119,0.4081
TSNDF,800000,-4.3495,9.6695
TSNI,10000,5.0700,0.2500
TSOI,8600000,-12.1351,17.4551
TSOR,55000,5.0700,0.2500
TSP,10000000,4.1151,1.2049
TSPA,7000,-25.5664,30.8864
TSPG,4900000,5.0700,0.2500
TSQ,100000,0.0478,5.2722
TSRI,45000,-126.8894,132.2094
TSRMF,400000,-44.0030,49.3230
TSRYY,150000,-0.5765,5.8965
TSSI,550000,-3.0549,8.3749
TSSP,100000,5.0700,0.2500
TSTC,50000,0.1927,5.1273
TSTS,10000000,5.0700,0.2500
TSUKY,600,5.0700,0.2500
TSVT,550000,0.1621,5.1579
TSYHY,10000,-0.8471,6.1671
TSYI,200000,5.0700,0.2500
TT,3000000,5.0700,0.2500
TTAC,10000,3.0835,2.2365
TTAI,50000,-31.6810,37.0010
TTAPY,700,5.0700,0.2500
TTC,550000,5.0700,0.2500
TTCFQ,1500000,-19.0385,24.3585
TTCM,10000000,5.0700,0.2500
TTD,6000000,4.9119,0.4081
TTDKY,9000,-15.9544,21.2744
TTE,800000,4.9923,0.3277
TTEC,300000,4.0648,1.2552
TTEK,400000,5.0700,0.2500
TTGT,300000,4.7352,0.5848
TTHG,40000,5.0700,0.2500
TTI,3300000,4.9119,0.4081
TTLHF,150000,-18.6432,23.9632
TTLXF,250000,-2.6785,7.9985
TTMI,1100000,4.9322,0.3878
TTMZF,2000,3.8462,1.4738
TTNDY,4000,-18.2746,23.5946
TTNMF,700,-5.8730,11.1930
TTNN,10000,5.0700,0.2500
TTNP,15000,-6.8883,12.2083
TTOO,55000,-60.9550,66.2750
TTP,50000,-10.0293,15.3493
TTSH,750000,4.8063,0.5137
TTSRF,4000,5.0700,0.2500
TTT,70000,-12.4832,17.8032
TTTM,600000,5.0700,0.2500
TTTSF,1400000,-1.7558,7.0758
TTVSY,9000,5.0700,0.2500
TTWO,1000000,4.9119,0.4081
TTXP,65000,5.0700,0.2500
TTYP,1000,5.0700,0.2500
TU,150000,3.3160,2.0040
TUA,950000,4.2700,1.0500
TUEMQ,6000,-27.7206,33.0406
TUG,5000,-7.4668,12.7868
TUGN,800,-53.6202,58.9402
TUNG,3200000,5.0700,0.2500
TUP,900000,-9.9347,15.2547
TUR,250000,-9.7502,15.0702
TURB,55000,-47.0331,52.3531
TURN,450000,-2.5406,7.8606
TUSI,9000,-27.3877,32.7077
TUSK,650000,4.4412,0.8788
TUWOY,150000,2.6710,2.6490
TUYA,1100000,2.9519,2.3681
TUYU,200000,5.0700,0.2500
TV,2100000,4.3968,0.9232
TVBCY,4000,-5.7185,11.0385
TVC,25000,-1.2973,6.6173
TVCCF,600000,-2.3794,7.6994
TVCE,1100000,5.0700,0.2500
TVE,50000,-1.9343,7.2543
TVER,100000,5.0700,0.2500
TVIPF,50000,5.0700,0.2500
TVLF,6000,5.0700,0.2500
TVOG,1400000,5.0700,0.2500
TVTV,100000,5.0700,0.2500
TVTX,2800000,4.8941,0.4259
TW,1000000,4.9119,0.4081
TWEB,5000,-6.0000,11.3200
TWER,7000,5.0700,0.2500
TWFH,100,5.0700,0.2500
TWI,650000,4.6765,0.6435
TWIN,70000,4.0242,1.2958
TWIO,30000,-7.3964,12.7164
TWKS,1300000,4.9113,0.4087
TWLO,2400000,5.0700,0.2500
TWLV,50000,-68.0831,73.4031
TWM,55000,-2.8500,8.1700
TWN,300000,-0.2267,5.5467
TWO,2100000,4.9119,0.4081
TWOA,35000,-24.1117,29.4317
TWODY,2000,-6.0000,11.3200
TWOH,9000,-1.7558,7.0758
TWOU,1800000,1.1841,4.1359
TWRFF,90000,-16.9810,22.3010
TWSI,20000,5.0700,0.2500
TWST,300000,5.0700,0.2500
TWVH,1000,5.0700,0.2500
TWWI,1100000,5.0700,0.2500
TX,450000,4.9119,0.4081
TXCCQ,400000,5.0700,0.2500
TXG,850000,5.0700,0.2500
TXGE,1000,5.0700,0.2500
TXHE,10000000,5.0700,0.2500
TXHG,25000,5.0700,0.2500
TXIC,10000,5.0700,0.2500
TXMC,350000,5.0700,0.2500
TXMD,450000,-9.0953,14.4153
TXN,7300000,5.0700,0.2500
TXO,100000,1.2349,4.0851
TXPO,150000,5.0700,0.2500
TXRH,700000,4.9119,0.4081
TXS,1000,-0.8472,6.1672
TXSO,2100000,5.0700,0.2500
TXSS,10000,-4.3654,9.6854
TXT,2200000,5.0700,0.2500
TXTM,10000000,5.0700,0.2500
TY,150000,-0.8472,6.1672
TYA,60000,-6.1245,11.4445
TYCMY,1000,-27.6396,32.9596
TYD,65000,-9.8335,15.1535
TYFG,5000,4.0898,1.2302
TYG,300000,-0.2694,5.5894
TYGO,150000,-58.2016,63.5216
TYIDY,600,-12.2028,17.5228
TYL,350000,4.9119,0.4081
TYLD,1000,-112.8884,118.2084
TYLG,40000,3.7461,1.5739
TYO,15000,-5.8829,11.2029
TYOBY,1000,5.0700,0.2500
TYRA,15000,2.4936,2.8264
TYTN,100000,5.0700,0.2500
TZA,450000,-19.5697,24.8897
TZOO,300000,0.4344,4.8856
TZPC,300000,5.0700,0.2500
TZUP,500,-7.9132,13.2332
U,3400000,5.0240,0.2960
UA,850000,5.0496,0.2704
UAA,4200000,4.9072,0.4128
UAE,25000,-1.0163,6.3363
UAHC,100000,5.0700,0.2500
UAL,4800000,5.0700,0.2500
UAMA,300000,5.0700,0.2500
UAMM,3600000,5.0700,0.2500
UAMY,1200000,-3.8104,9.1304
UAN,450000,4.1686,1.1514
UAPC,1100000,5.0700,0.2500
UAPR,5000,2.8118,2.5082
UATG,5200000,5.0700,0.2500
UAUG,55000,-17.0850,22.4050
UAVS,2000000,4.5547,0.7653
UBAB,85000,3.2909,2.0291
UBCP,20000,4.5993,0.7207
UBER,10000000,4.9119,0.4081
UBFO,100000,3.7688,1.5512
UBIQ,300000,5.0700,0.2500
UBLI,40000,5.0700,0.2500
UBOH,6000,3.3104,2.0096
UBOT,35000,-2.3715,7.6915
UBQU,10000000,5.0700,0.2500
UBR,2000,-3.5458,8.8658
UBRG,10000000,5.0700,0.2500
UBS,1800000,5.0368,0.2832
UBSFY,20000,-55.0928,60.4128
UBSI,1100000,5.0700,0.2500
UBT,150000,-2.0625,7.3825
UBX,700000,4.6574,0.6626
UCAR,4800000,-27.6365,32.9565
UCBB,30,5.0700,0.2500
UCBI,750000,4.8902,0.4298
UCBIO,1000,-15.4161,20.7361
UCBJY,2000,-0.5765,5.8965
UCC,5000,-3.9107,9.2307
UCHB,8000,5.0700,0.2500
UCHC,1900000,5.0700,0.2500
UCIB,90000,-1.0907,6.4107
UCL,350000,4.6235,0.6965
UCLE,300000,-5.0034,10.3234
UCO,1200000,3.6244,1.6956
UCON,20000,2.9417,2.3783
UCPA,7200000,5.0700,0.2500
UCSO,2000,5.0700,0.2500
UCTT,1600000,4.9355,0.3845
UCYB,2000,-6.5304,11.8504
UDEC,7000,-0.0353,5.3553
UDFI,450000,-53.0526,58.3726
UDIV,10000,4.5655,0.7545
UDMG,4000,5.0700,0.2500
UDMY,650000,4.1047,1.2153
UDN,250000,-8.4248,13.7448
UDOCF,2000,4.4146,0.9054
UDOW,75000,4.2173,1.1027
UDR,5000000,4.8902,0.4298
UDRYQ,500,5.0700,0.2500
UDSG,3300000,5.0700,0.2500
UDWKQ,1400000,5.0700,0.2500
UE,1400000,4.9889,0.3311
UEC,5100000,5.0613,0.2587
UEEC,650000,-9.0303,14.3503
UEIC,300000,3.0480,2.2720
UELKY,100,5.0700,0.2500
UEPCO,100,5.0700,0.2500
UEPCP,100,5.0700,0.2500
UEPEM,9000,5.0700,0.2500
UEPEN,400,5.0700,0.2500
UEPEO,200,5.0700,0.2500
UEVM,1000,-0.4412,5.7612
UFABQ,250000,-49.8199,55.1399
UFCS,150000,4.4737,0.8463
UFEB,5000,-6.2544,11.5744
UFFCQ,200000,5.0700,0.2500
UFI,350000,4.5437,0.7763
UFMG,500,5.0700,0.2500
UFO,50000,-5.8505,11.1705
UFPI,550000,4.9119,0.4081
UFPT,75000,4.8956,0.4244
UG,45000,-7.5115,12.8315
UGA,5000,-1.9297,7.2497
UGDIF,75000,-4.4838,9.8038
UGE,2000,-0.5765,5.8965
UGEIF,1000,-76.5281,81.8481
UGHB,1000,5.0700,0.2500
UGHSQ,400000,5.0700,0.2500
UGI,1700000,4.9119,0.4081
UGIC,75000,-13.1435,18.4635
UGL,100000,-2.5161,7.8361
UGP,1000000,4.5701,0.7499
UGRO,100000,3.0876,2.2324
UHAL,15000,4.8239,0.4961
UHAL.B,300000,4.9119,0.4081
UHG,2000,-40.9458,46.2658
UHS,450000,4.9021,0.4179
UHT,100000,4.8942,0.4258
UI,200000,4.8218,0.4982
UIBT,5000,5.0700,0.2500
UIS,650000,3.5907,1.7293
UITA,100000,5.0700,0.2500
UITB,55000,-1.5237,6.8437
UITK,700000,5.0700,0.2500
UIVM,200,3.2123,2.1077
UJAN,7000,-1.8094,7.1294
UJB,600,-1.6591,6.9791
UJUL,40000,-14.7847,20.1047
UJUN,35000,-14.6385,19.9585
UK,25000,-7.0109,12.3309
UL,1800000,5.0492,0.2708
ULBI,100000,4.7182,0.6018
ULE,25000,-55.3750,60.6950
ULFS,10,5.0700,0.2500
ULGX,60000,5.0700,0.2500
ULH,30000,4.9119,0.4081
ULST,55000,-10.1839,15.5039
ULTA,500000,4.9322,0.3878
ULTHF,150000,-42.0257,47.3457
ULTR,15000,0.4741,4.8459
ULTRF,1000000,5.0700,0.2500
ULTXF,40000,1.6866,3.6334
ULUR,1000,5.0700,0.2500
ULVM,15000,-3.6928,9.0128
ULY,70000,-8.9638,14.2838
UMAM,200000,5.0700,0.2500
UMAV,950000,5.0700,0.2500
UMAX,900,5.0700,0.2500
UMAY,7000,-14.3787,19.6987
UMBF,400000,4.8200,0.5000
UMC,450000,-1.9424,7.2624
UMCN,100000,5.0700,0.2500
UMDD,30000,-0.6923,6.0123
UMEWF,6000,5.0700,0.2500
UMFG,80000,5.0700,0.2500
UMH,1200000,3.4592,1.8608
UMI,250000,-0.8472,6.1672
UMICY,10000,-18.9740,24.2940
UMMA,10000,-6.6667,11.9867
UNAM,15000,-2.4246,7.7446
UNB,6000,-7.3423,12.6623
UNBK,200,5.0700,0.2500
UNCO,10000000,5.0700,0.2500
UNCRY,55000,-4.8667,10.1867
UNCY,300000,-59.0328,64.3528
UNDR,150000,5.0700,0.2500
UNDT,25000,5.0700,0.2500
UNF,150000,5.0637,0.2563
UNFI,600000,5.0595,0.2605
UNG,1000000,4.8124,0.5076
UNH,8100000,5.0700,0.2500
UNIB,15000,5.0700,0.2500
UNICY,40000,-8.4248,13.7448
UNIF,60000,-1.7558,7.0758
UNIR,1000,5.0700,0.2500
UNISQ,1000000,-114.9662,120.2862
UNIT,3300000,4.9193,0.4007
UNIY,200,-14.8283,20.1483
UNL,75000,-6.7387,12.0587
UNLA,950000,5.0700,0.2500
UNLRY,800,5.0700,0.2500
UNM,1700000,4.9117,0.4083
UNMA,15000,-33.8290,39.1490
UNMK,10000,5.0700,0.2500
UNOV,10000,-15.4612,20.7812
UNP,4900000,4.9951,0.3249
UNQL,5000000,-1.7558,7.0758
UNRG,100000,-4.9046,10.2246
UNRH,600000,5.0700,0.2500
UNRVD,85000,-29.5226,34.8426
UNSI,20000,5.0700,0.2500
UNSS,10000,5.0700,0.2500
UNTC,550000,-2.0806,7.4006
UNTN,400,5.0700,0.2500
UNTY,200000,4.7148,0.6052
UNVC,1100000,-14.7461,20.0661
UNVGY,850000,-13.6345,18.9545
UNXLQ,1100000,5.0700,0.2500
UOCT,25000,-1.6482,6.9682
UOIP,3000000,5.0700,0.2500
UOLGY,6000,-5.3544,10.6744
UOMO,400,5.0700,0.2500
UONE,250000,-0.0546,5.3746
UONEK,150000,4.7674,0.5526
UOVEY,15000,-11.1774,16.4974
UP,250000,-22.2270,27.5470
UPAR,300000,-6.5207,11.8407
UPBD,300000,4.8946,0.4254
UPC,20000,-87.2646,92.5846
UPCO,950000,5.0700,0.2500
UPDC,6000,5.0700,0.2500
UPHL,350000,-0.7499,6.0699
UPHN,5000,5.0700,0.2500
UPIN,15000,5.0700,0.2500
UPIPF,100000,5.0700,0.2500
UPLD,700000,4.6327,0.6873
UPMMY,10000,-16.3347,21.6547
UPNT,6000,5.0700,0.2500
UPPR,700,5.0700,0.2500
UPRO,1500000,4.7917,0.5283
UPS,5300000,5.0433,0.2767
UPST,200000,4.0800,1.2400
UPV,7000,-0.5765,5.8965
UPW,4000,-0.5765,5.8965
UPWK,1700000,4.9119,0.4081
UPXI,150000,-7.6817,13.0017
URA,2200000,4.7954,0.5246
URAL,100,5.0700,0.2500
URBF,850000,5.0700,0.2500
URBN,600000,4.9119,0.4081
URBT,15000,5.0700,0.2500
URCO,750000,5.0700,0.2500
URE,25000,0.0968,5.2232
UREE,15000,5.0700,0.2500
UREKF,65000,-14.7461,20.0661
URG,4500000,2.2192,3.1008
URGN,300000,3.0499,2.2701
URHY,7000,5.0700,0.2500
URI,500000,4.9598,0.3602
URLOF,700000,-12.1156,17.4356
URNAF,100,-7.4716,12.7916
URNJ,650000,4.8988,0.4212
URNM,2500000,4.9039,0.4161
UROY,1100000,-3.0188,8.3388
URPLF,300,NA,NA
URTH,100000,4.1435,1.1765
URTY,200000,-13.3260,18.6460
USA,1100000,1.8500,3.4700
USAC,200000,-9.5618,14.8818
USAE,200000,5.0700,0.2500
USAI,15000,-16.6791,21.9991
USAM,45000,5.0700,0.2500
USAP,500000,0.7951,4.5249
USAQ,20000,-24.8705,30.1905
USAS,2000000,-6.8258,12.1458
USAU,150000,-6.9321,12.2521
USB,10000000,5.0700,0.2500
USBF,200,-15.5966,20.9166
USBK,100000,5.0700,0.2500
USCA,25000,-11.4018,16.7218
USCB,150000,3.6183,1.7017
USCF,100,2.1374,3.1826
USCI,35000,-2.1624,7.4824
USCL,100,-10.5899,15.9099
USCMF,85000,4.4275,0.8925
USCS,400000,5.0700,0.2500
USCT,60000,-6.5304,11.8504
USCTU,2000,4.1000,1.2200
USCUF,45000,-1.7558,7.0758
USD,50000,2.4048,2.9152
USDP,100000,-39.4277,44.7477
USDR,90000,5.0700,0.2500
USDU,70000,-12.0874,17.4074
USE,900,-1.6591,6.9791
USEA,450000,-63.0242,68.3442
USEG,400000,-14.3606,19.6806
USEI,10000000,5.0700,0.2500
USEP,3000,2.8118,2.5082
USFD,2500000,4.9119,0.4081
USFF,5100000,4.7393,0.5807
USFI,1000,NA,NA
USFM,100000,5.0700,0.2500
USFR,2500000,4.4402,0.8798
USGA,950000,5.0700,0.2500
USGDF,2200000,-3.3796,8.6996
USGO,20000,-30.6455,35.9655
USGT,600000,5.0700,0.2500
USHAF,80000,-3.9382,9.2582
USHY,2300000,4.9362,0.3838
USIG,150000,4.8848,0.4352
USIO,200000,4.8506,0.4694
USL,45000,-2.2003,7.5203
USLG,10000,5.0700,0.2500
USLM,8000,4.7346,0.5854
USM,100000,2.7363,2.5837
USMC,35000,-2.9504,8.2704
USMF,100000,-10.7252,16.0452
USMJ,10000000,5.0700,0.2500
USMT,150000,-7.7638,13.0838
USMV,1100000,4.9119,0.4081
USNA,100000,4.9119,0.4081
USNL,10000000,5.0700,0.2500
USNU,90000,5.0700,0.2500
USNZ,4000,-2.7308,8.0508
USNZY,15000,-2.4712,7.7912
USO,350000,3.7359,1.5841
USOG,10000000,5.0700,0.2500
USOI,150000,2.2367,3.0833
USPH,100000,4.8800,0.4400
USPR,5800000,5.0700,0.2500
USPS,150000,5.0700,0.2500
USPX,45000,-56.0559,61.3759
USRC,25000,5.0700,0.2500
USRD,100,5.0700,0.2500
USREF,15000,-2.0806,7.4006
USRI,55000,5.0700,0.2500
USRM,2800000,5.0700,0.2500
USRT,300000,4.7820,0.5380
USSE,300,-3.8241,9.1441
USSG,55000,-3.6674,8.9874
USSJY,200,5.0700,0.2500
UST,1000,-8.0704,13.3904
USTB,100000,-4.2495,9.5695
USTC,1000000,5.0700,0.2500
USVM,40000,-3.4831,8.8031
USVN,1000,-0.5765,5.8965
USWF,1600000,5.0700,0.2500
USXF,150000,0.1997,5.1203
UTEN,25000,-1.2191,6.5391
UTES,40000,-8.5601,13.8801
UTF,350000,-12.2137,17.5337
UTG,250000,2.6010,2.7190
UTGN,100,5.0700,0.2500
UTHR,500000,5.0700,0.2500
UTHY,6000,-7.1771,12.4971
UTI,650000,4.8099,0.5101
UTIXQ,2000,5.0700,0.2500
UTL,150000,4.8361,0.4839
UTMD,100000,5.0482,0.2718
UTMR,20000,5.0700,0.2500
UTOG,40000,5.0700,0.2500
UTRA,250000,-14.7941,20.1141
UTRE,10000,-15.7278,21.0478
UTRK,50000,5.0700,0.2500
UTRN,10000,-7.0717,12.3917
UTRS,10000,-118.8373,124.1573
UTRX,45000,5.0700,0.2500
UTSI,20000,-28.8359,34.1559
UTSL,80000,-0.7335,6.0535
UTWO,150000,-4.9230,10.2430
UTWY,10000,-20.0620,25.3820
UTZ,350000,5.0352,0.2848
UUGRY,35000,-5.3324,10.6524
UUP,500000,3.7029,1.6171
UUSAF,600000,-5.6607,10.9807
UUU,100000,-49.9660,55.2860
UUUU,800000,4.5272,0.7928
UVCL,800000,5.0700,0.2500
UVE,450000,5.0411,0.2789
UVFT,150000,5.0700,0.2500
UVIX,200000,-20.0072,25.3272
UVRBY,300,5.0700,0.2500
UVSE,10000000,5.0700,0.2500
UVSP,100000,4.2146,1.1054
UVSS,100000,5.0700,0.2500
UVUM,200000,5.0700,0.2500
UVV,100000,5.0693,0.2507
UVXY,450000,-3.7745,9.0945
UWBKQ,1000000,3.6916,1.6284
UWHR,7000,-1.7558,7.0758
UWKI,150000,4.4146,0.9054
UWM,550000,-0.2189,5.5389
UWMC,300000,4.5525,0.7675
UXI,4000,-0.5765,5.8965
UXIN,200000,-5.0380,10.3580
UYG,100000,1.1736,4.1464
UYLD,25000,-0.8055,6.1255
UYM,20000,-21.0317,26.3517
UZD,30000,-2.5954,7.9154
UZE,75000,0.1000,5.2200
UZF,50000,1.8818,3.4382
V,2400000,5.0237,0.2963
VABK,40000,4.5337,0.7863
VAC,250000,4.5112,0.8088
VACNY,1000,-0.5765,5.8965
VAGNF,10000,-1.7558,7.0758
VAL,2700000,4.9119,0.4081
VALE,10000000,5.0700,0.2500
VALN,6000,-76.9353,82.2553
VALQ,40000,-1.8358,7.1558
VALU,8000,4.4383,0.8817
VALV,60000,5.0700,0.2500
VAMO,6000,-2.3979,7.7179
VANI,1000000,2.5121,2.8079
VAPE,5500000,5.0700,0.2500
VAPO,80000,-20.6715,25.9915
VAPR,500000,-29.0225,34.3425
VAQC,10000,-90.2088,95.5288
VASO,1800000,-5.0034,10.3234
VATE,10000000,2.1629,3.1571
VAUCF,650000,-32.1219,37.4419
VAW,40000,4.7185,0.6015
VAXX,300000,-0.8782,6.1982
VAYK,7900000,5.0700,0.2500
VB,700000,4.9119,0.4081
VBDG,700000,5.0700,0.2500
VBF,1000,-15.1906,20.5106
VBFC,3000,-3.8241,9.1441
VBHI,10000000,5.0700,0.2500
VBIV,400000,-35.3797,40.6997
VBIX,15000,-7.9262,13.2462
VBK,200000,4.4674,0.8526
VBND,100000,-1.0204,6.3404
VBNK,45000,1.4532,3.8668
VBR,650000,4.4653,0.8547
VBRE,300000,5.0700,0.2500
VBTC,350000,5.0700,0.2500
VBTX,500000,4.7585,0.5615
VC,150000,5.0149,0.3051
VCAR,25000,-9.4890,14.8090
VCBD,10000,5.0700,0.2500
VCEB,1000,-1.8805,7.2005
VCEL,700000,4.8855,0.4345
VCIG,75000,-358.7578,364.0778
VCIGF,500,NA,NA
VCII,500,5.0700,0.2500
VCISY,700000,-13.9514,19.2714
VCIT,1300000,4.9094,0.4106
VCLD,75000,5.0700,0.2500
VCLT,550000,2.7421,2.5779
VCMP,20000,5.0700,0.2500
VCNX,55000,-41.7125,47.0325
VCPS,10000000,5.0700,0.2500
VCR,150000,3.7917,1.5283
VCRB,5000,-48.1805,53.5005
VCRTQ,500000,5.0700,0.2500
VCSA,150000,0.3705,4.9495
VCSH,1900000,4.9119,0.4081
VCST,650000,5.0700,0.2500
VCSY,7200000,4.7393,0.5807
VCTL,15000,5.0700,0.2500
VCTR,600000,4.2913,1.0287
VCTY,8000000,5.0700,0.2500
VCUFF,150000,-19.3739,24.6939
VCV,400000,-0.5796,5.8996
VCXB,100,-3.0122,8.3322
VCYT,350000,5.0235,0.2965
VDC,300000,4.5359,0.7841
VDE,400000,4.7687,0.5513
VDKB,4000,4.4146,0.9054
VDMCY,2000,-15.6750,20.9950
VDRM,2200000,-8.2380,13.5580
VEA,10000000,4.9119,0.4081
VECO,100000,5.0070,0.3130
VEEE,100000,-12.7399,18.0599
VEEV,1500000,5.0700,0.2500
VEGA,4000,-1.6482,6.9682
VEGGD,100000,3.9599,1.3601
VEGI,25000,-7.3423,12.6623
VEGN,8000,-1.6591,6.9791
VEII,200000,5.0700,0.2500
VEJID,10000,5.0700,0.2500
VEL,55000,4.9184,0.4016
VELA,10000000,5.0700,0.2500
VENG,30000,-67.2198,72.5398
VEOEY,1000000,-10.5899,15.9099
VEON,1300000,-20.9180,26.2380
VERA,80000,-5.9892,11.3092
VERB,300000,-5.1251,10.4451
VERI,65000,3.5576,1.7624
VERO,90000,-6.6832,12.0032
VERS,100,-26.0050,31.3250
VERU,2300000,-2.1316,7.4516
VERV,350000,5.0644,0.2556
VERX,1000000,4.9119,0.4081
VERY,20000,-16.1228,21.4428
VEST,7000,5.0700,0.2500
VET,3800000,4.8859,0.4341
VETZ,250000,-0.9934,6.3134
VEU,4100000,4.8351,0.4849
VEV,100000,-64.4340,69.7540
VEXTF,750000,-4.8089,10.1289
VFC,2500000,5.0604,0.2596
VFF,750000,-0.0027,5.3227
VFH,550000,4.5655,0.7545
VFL,100000,-8.3827,13.7027
VFMF,65000,-4.4195,9.7395
VFMO,15000,-2.5560,7.8760
VFMV,2000,-7.4776,12.7976
VFOX,10000,5.0700,0.2500
VFQY,10000,-4.6811,10.0011
VFRM,250000,4.4146,0.9054
VFS,25000,-135.9160,141.2360
VFTR,2000,5.0700,0.2500
VFVA,30000,-1.7944,7.1144
VGANF,100000,1.0162,4.3038
VGAS,3000,-24.9045,30.2245
VGEN,150000,5.0700,0.2500
VGFCQ,3400000,-7.0721,12.3921
VGGIF,150000,0.7766,4.5434
VGI,25000,-11.1988,16.5188
VGID,10000000,5.0700,0.2500
VGIT,1800000,4.8573,0.4627
VGK,2300000,4.9777,0.3423
VGLS,10000000,5.0700,0.2500
VGLT,1800000,4.7008,0.6192
VGM,200000,1.2652,4.0548
VGMIF,1000,NA,NA
VGR,1400000,5.0453,0.2747
VGREF,700,5.0700,0.2500
VGSH,2300000,4.8411,0.4789
VGSR,250000,-6.2598,11.5798
VGT,1000000,4.8797,0.4403
VGTL,10000000,5.0700,0.2500
VGZ,3800000,-15.4817,20.8017
VHAQ,80000,-103.4163,108.7363
VHC,25000,1.1005,4.2195
VHGI,1000000,5.0700,0.2500
VHI,75000,4.7276,0.5924
VHLD,10000,5.0700,0.2500
VHT,500000,4.0999,1.2201
VIA,75000,0.2421,5.0779
VIAAY,800,5.0700,0.2500
VIAO,20000,-6.0000,11.3200
VIAP,100000,5.0700,0.2500
