#SYM,AVAILABLE,REBATERATE,FEERATE
SUPV,550000,-2.4047,7.7247
SURG,50000,-18.9452,24.2652
SURI,100,4.4301,0.8899
SURP,5600000,5.0700,0.2500
SURYY,100,NA,NA
SUSA,450000,4.7487,0.5713
SUSAR,25000,-9.5500,14.8700
SUSB,40000,1.4222,3.8978
SUSC,350000,-3.4019,8.7219
SUSL,35000,-3.1956,8.5156
SUTI,10000000,5.0700,0.2500
SUTNY,70000,-5.8087,11.1287
SUTU,350000,5.0700,0.2500
SUUB,80000,5.0700,0.2500
SUUFF,65000,-13.3511,18.6711
SUWN,900000,5.0700,0.2500
SUZ,550000,4.7224,0.5976
SVA,65000,4.8570,0.4630
SVAL,35000,1.6670,3.6530
SVBL,85000,-13.4471,18.7671
SVBT,1000,5.0700,0.2500
SVC,4500000,4.9119,0.4081
SVCX,90000,5.0700,0.2500
SVFD,35000,-136.9746,142.2946
SVGAF,150000,4.4146,0.9054
SVII,800000,-2.6063,7.9263
SVIN,7000,5.0700,0.2500
SVIX,500000,3.9744,1.3456
SVLT,20000,5.0700,0.2500
SVM,2100000,4.0949,1.2251
SVMFF,450000,-3.0419,8.3619
SVMI,6600000,5.0700,0.2500
SVNBY,200,5.0700,0.2500
SVNDY,300000,-29.6603,34.9803
SVNLY,35000,-15.6980,21.0180
SVNTQ,1200000,5.0700,0.2500
SVOL,1000000,3.5560,1.7640
SVRA,450000,4.0986,1.2214
SVRE,90000,-370.8317,376.1517
SVRSF,400000,-10.6107,15.9307
SVRTY,300,5.0700,0.2500
SVSE,150000,5.0700,0.2500
SVSN,650000,5.0700,0.2500
SVSO,3000,5.0700,0.2500
SVT,10000,-11.5966,16.9166
SVTE,10000000,5.0700,0.2500
SVTNF,40000,-9.8748,15.1948
SVV,400000,4.1758,1.1442
SVVB,20000,5.0700,0.2500
SVVC,100000,5.0700,0.2500
SVXA,30000,5.0700,0.2500
SVXY,200000,-3.3129,8.6329
SWAG,200000,-0.2250,5.5450
SWAN,60000,2.9417,2.3783
SWAV,400000,5.0700,0.2500
SWBI,750000,4.9119,0.4081
SWCC,450000,5.0700,0.2500
SWDBY,30000,-0.8472,6.1672
SWGAY,15000,-9.0349,14.3549
SWI,400000,3.2560,2.0640
SWIM,450000,4.7213,0.5987
SWIN,25000,-20.4326,25.7526
SWISF,5400000,-32.5785,37.8985
SWK,3100000,5.0700,0.2500
SWKH,15000,4.7946,0.5254
SWKHL,10000,1.9494,3.3706
SWKS,1700000,5.0700,0.2500
SWLFF,4000,-1.7558,7.0758
SWME,1900000,5.0700,0.2500
SWN,10000000,4.9119,0.4081
SWNM,200000,5.0700,0.2500
SWOBY,2000,NA,NA
SWRAY,55000,-1.1178,6.4378
SWRI,500,5.0700,0.2500
SWRL,15000,5.0700,0.2500
SWRM,10000000,5.0700,0.2500
SWSS,35000,4.1000,1.2200
SWSSU,1000,4.1000,1.2200
SWTX,300000,4.9119,0.4081
SWVI,850000,5.0700,0.2500
SWVL,150000,-78.9186,84.2386
SWWI,30000,5.0700,0.2500
SWX,1000000,5.0700,0.2500
SWYDF,5200000,-45.1399,50.4599
SWZ,450000,2.0223,3.2977
SXC,700000,4.9010,0.4190
SXI,150000,4.9119,0.4081
SXNTF,15000,5.0700,0.2500
SXOOF,1300000,-14.3304,19.6504
SXT,200000,5.0287,0.2913
SXTC,75000,-134.5159,139.8359
SXTP,300000,-107.5876,112.9076
SXUS,6000,-1.6591,6.9791
SXYAY,15000,-5.0419,10.3619
SY,1600000,4.8914,0.4286
SYAI,45000,5.0700,0.2500
SYANY,100,5.0700,0.2500
SYBE,10000,5.0700,0.2500
SYBRQ,1400000,5.0700,0.2500
SYBT,100000,4.8454,0.4746
SYBX,700000,-9.5890,14.9090
SYEV,80000,5.0700,0.2500
SYF,5400000,5.0700,0.2500
SYGCF,10000,5.0700,0.2500
SYHBF,950000,-34.8993,40.2193
SYIEY,100000,-8.8789,14.1989
SYII,3000,5.0700,0.2500
SYK,3000000,4.9119,0.4081
SYLD,100000,-1.5237,6.8437
SYM,90000,-5.3409,10.6609
SYNA,550000,4.9119,0.4081
SYNB,200,2.8064,2.5136
SYNE,10000,5.0700,0.2500
SYNJ,45000,5.0700,0.2500
SYNX,10000,-73.1057,78.4257
SYPR,55000,-5.5841,10.9041
SYRE,300000,2.9044,2.4156
SYRS,200000,0.8408,4.4792
SYSX,25000,5.0700,0.2500
SYT,15000,-21.8256,27.1456
SYTA,20000,-74.9450,80.2650
SYUP,100,5.0700,0.2500
SYVC,35000,5.0700,0.2500
SYVN,80000,5.0700,0.2500
SYY,5100000,5.0700,0.2500
SZGPY,70000,-7.6075,12.9275
SZK,7000,4.3057,1.0143
SZKMY,1000,-3.0308,8.3508
SZLMY,200,-10.6801,16.0001
SZNE,50000,-0.5765,5.8965
SZSMF,450000,-12.3393,17.6593
SZZL,3000,-0.3109,5.6309
SZZLU,100,4.1000,1.2200
T,10000000,4.9119,0.4081
TAC,350000,4.9032,0.4168
TACBY,1000,-6.6115,11.9315
TACI,100,5.0700,0.2500
TACK,3000,-0.8363,6.1563
TACT,150000,4.6737,0.6463
TADF,10000000,5.0700,0.2500
TAEC,2900000,5.0700,0.2500
TAER,15000,5.0700,0.2500
TAFI,9000,-3.2801,8.6001
TAGE,20000,5.0700,0.2500
TAGP,2000,5.0700,0.2500
TAGS,5000,-5.9892,11.3092
TAGYY,100,NA,NA
TAIL,90000,-11.2182,16.5382
TAIPY,3000,5.0700,0.2500
TAIT,15000,4.9047,0.4153
TAK,2200000,4.7474,0.5726
TAKD,100000,5.0700,0.2500
TAKOF,450000,-14.3304,19.6504
TAL,10000000,3.6132,1.7068
TALK,7000000,4.1478,1.1722
TALN,250000,5.0700,0.2500
TALO,1900000,5.0700,0.2500
TALR,6000,5.0700,0.2500
TAMG,2000,5.0700,0.2500
TAMO,1300000,5.0700,0.2500
TAN,300000,1.9769,3.3431
TANH,100000,-33.3833,38.7033
TAOIF,60000,3.5139,1.8061
TAON,1000,5.0700,0.2500
TAOP,20000,-41.6237,46.9437
TAP,2600000,5.0700,0.2500
TAP.A,2000,0.4324,4.8876
TAPM,75000,5.0700,0.2500
TAPP,500,5.0700,0.2500
TARA,250000,0.5354,4.7846
TARK,5000,-2.6840,8.0040
TARO,70000,4.8387,0.4813
TARRQ,250000,3.7378,1.5822
TARS,600000,5.0518,0.2682
TARSF,20000,-1.7558,7.0758
TASK,450000,4.5498,0.7702
TAST,1000000,5.0119,0.3081
TATD,5000,5.0700,0.2500
TATT,100000,-6.6734,11.9934
TATYY,3000,5.0700,0.2500
TAUG,2500000,5.0700,0.2500
TAVHY,25000,-2.1556,7.4756
TAXF,60000,4.3259,0.9941
TAXSQ,75000,5.0700,0.2500
TAYD,15000,4.9119,0.4081
TAYO,5000,5.0700,0.2500
TBB,100000,2.6269,2.6931
TBBA,3000,-3.0549,8.3749
TBBC,3000,5.0700,0.2500
TBBK,800000,5.0688,0.2512
TBC,7000,-0.0238,5.3438
TBDYF,100000,5.0700,0.2500
TBEV,10000000,5.0700,0.2500
TBF,35000,-1.1241,6.4441
TBFC,300,-48.9437,54.2637
TBFG,30000,NA,NA
TBG,20000,-1.1178,6.4378
TBI,200000,4.6220,0.6980
TBII,300000,5.0700,0.2500
TBIL,1600000,4.0051,1.3149
TBIO,100000,-17.0118,22.3318
TBJL,25000,-0.0353,5.3553
TBLA,1500000,4.8293,0.4907
TBLD,20000,-2.8135,8.1335
TBLL,150000,4.7366,0.5834
TBLMY,2000,-6.0254,11.3454
TBLT,8000,-25.7616,31.0816
TBMC,85000,-10.0283,15.3483
TBNGY,15000,2.2651,3.0549
TBNK,8000,4.8419,0.4781
TBPH,350000,2.7645,2.5555
TBPMQ,2100000,-7.7749,13.0949
TBRIF,950000,0.8631,4.4569
TBT,100000,-2.6831,8.0031
TBTC,200000,-8.2510,13.5710
TBUX,800,-3.6888,9.0088
TBX,1000,-6.2598,11.5798
TBXXF,100000,-2.3590,7.6790
TC,150000,-124.6296,129.9496
TCAF,45000,-2.2927,7.6127
TCBC,35000,2.5222,2.7978
TCBG,100000,5.0700,0.2500
TCBI,800000,4.8097,0.5103
TCBIO,70000,-21.9564,27.2764
TCBK,300000,4.8802,0.4398
TCBP,100000,-108.1794,113.4994
TCBS,3000,3.7536,1.5664
TCBX,450000,-0.3059,5.6259
TCCC,20000,5.0700,0.2500
TCCO,10000,-94.7014,100.0214
TCCPY,7000,-2.7308,8.0508
TCEC,8000,5.0700,0.2500
TCEHY,3100000,2.9274,2.3926
TCGI,200000,5.0700,0.2500
TCHC,2500000,5.0700,0.2500
TCHH,10000000,5.0700,0.2500
TCHI,2000,-4.6553,9.9753
TCHL,200000,5.0700,0.2500
TCHP,95000,-4.6568,9.9768
TCI,15000,3.4012,1.9188
TCJH,300000,-171.5976,176.9176
TCKRF,200,2.6037,2.7163
TCLAF,2000,4.4794,0.8406
TCMD,250000,4.8599,0.4601
TCN,6800000,4.9299,0.3901
TCNNF,1600000,1.6541,3.6659
TCOA,50000,-14.5491,19.8691
TCOM,10000000,4.9203,0.3997
TCON,1500000,-7.2911,12.6111
TCOR,100000,4.4210,0.8990
TCPC,600000,2.1615,3.1585
TCRI,90000,5.0700,0.2500
TCRRF,1000,-3.8343,9.1543
TCRT,1000,-10.9255,16.2455
TCRX,700000,-7.0437,12.3637
TCS,850000,4.9071,0.4129
TCTM,650000,2.3340,2.9860
TCX,10000,3.2352,2.0848
TCYSF,300,1.3045,4.0155
TD,100000,5.0603,0.2597
TDC,900000,4.9119,0.4081
TDCB,300,5.0700,0.2500
TDCX,1000000,2.2345,3.0855
TDF,250000,-30.8872,36.2072
TDG,400000,5.0632,0.2568
TDHOY,1000,-18.3819,23.7019
TDI,200,5.0700,0.2500
TDIV,90000,0.4834,4.8366
TDNT,15000,5.0700,0.2500
TDOC,3900000,5.0700,0.2500
TDRK,40000,-10.8490,16.1690
TDRRF,100000,-28.3638,33.6838
TDS,750000,4.8744,0.4456
TDSB,5000,-1.3731,6.6931
TDSC,150000,-0.7064,6.0264
TDSGF,30000,-4.7956,10.1156
TDTF,100000,-29.1010,34.4210
TDTT,65000,2.7882,2.5318
TDUP,400000,4.7927,0.5273
TDV,25000,-8.4494,13.7694
TDVG,45000,-3.7503,9.0703
TDW,1500000,5.0689,0.2511
TDY,300000,5.0700,0.2500
TDYH,1000,0.7766,4.5434
TDYT,200,5.0700,0.2500
TEAF,100000,-0.3806,5.7006
TEAM,2100000,5.0543,0.2657
TECB,20000,-13.5668,18.8868
TECH,1300000,5.0700,0.2500
TECK,1400000,4.9030,0.4170
TECL,900000,4.6508,0.6692
TECO,2700000,5.0700,0.2500
TECS,1300000,-4.4205,9.7405
TECTP,30000,-8.8723,14.1923
TEF,2100000,3.8763,1.4437
TEGR,100000,5.0700,0.2500
TEGY,100000,5.0700,0.2500
TEHG,300,5.0700,0.2500
TEI,500000,-59.1933,64.5133
TEKI,90000,5.0700,0.2500
TEL,2600000,4.9010,0.4190
TELA,550000,4.8062,0.5138
TELHF,65000,-6.2115,11.5315
TELL,2600000,4.0729,1.2471
TELNY,400000,-27.6396,32.9596
TELOZ,35000,5.0700,0.2500
TELZ,40000,-157.0013,162.3213
TEMP,100,5.0700,0.2500
TENB,750000,4.9119,0.4081
TENK,90000,-107.7356,113.0556
TEO,300000,-3.7577,9.0777
TEQI,20000,-7.0717,12.3917
TER,200000,4.9543,0.3657
TERN,600000,4.9687,0.3513
TERX,300,5.0700,0.2500
TESI,30000,-1.7558,7.0758
TETAA,2000,-17.1121,22.4321
TETAB,100,5.0700,0.2500
TETE,1000,-6.5250,11.8450
TETEU,1000,0.9958,4.3242
TETOF,1900000,-11.1283,16.4483
TEUCF,10000,5.0700,0.2500
TEUFF,750000,5.0700,0.2500
TEUTF,45000,-12.2332,17.5532
TEVA,10000000,4.9119,0.4081
TEX,550000,4.8938,0.4262
TEXX,100000,5.0700,0.2500
TEZNY,5000,-0.5765,5.8965
TFBN,10000000,5.0700,0.2500
TFC,10000000,5.0700,0.2500
TFFP,85000,-2.2291,7.5491
TFI,100000,-4.7410,10.0610
TFII,400000,4.8184,0.5016
TFIN,400000,4.9102,0.4098
TFINP,10000,-9.0906,14.4106
TFJL,1000,-17.0850,22.4050
TFLO,1600000,5.0320,0.2880
TFPM,150000,2.5218,2.7982
TFPN,400000,-49.0907,54.4107
TFRY,100000,5.0700,0.2500
TFSA,15000,-14.6493,19.9693
TFSL,850000,4.8818,0.4382
TFX,300000,5.0636,0.2564
TFZI,10000000,5.0700,0.2500
TG,400000,4.6114,0.7086
TGAA,55000,-9.6427,14.9627
TGAAU,100,4.1000,1.2200
TGAN,100000,3.6568,1.6632
TGB,10000000,3.3472,1.9728
TGCB,45000,5.0700,0.2500
TGEN,100000,-3.3179,8.6379
TGGI,5000000,3.8560,1.4640
TGGLF,100000,-7.6173,12.9373
TGH,150000,4.9205,0.3995
TGHI,10000000,5.0700,0.2500
TGHLF,40000,4.4262,0.8938
TGI,1100000,4.8038,0.5162
TGIFF,400000,-1.7558,7.0758
TGISQ,20000,5.0700,0.2500
TGL,550000,-55.8374,61.1574
TGLDF,7000,-15.0709,20.3909
TGLO,200000,5.0700,0.2500
TGLP,5,5.0700,0.2500
TGLS,300000,4.9119,0.4081
TGLVY,25000,5.0700,0.2500
TGNA,2300000,3.7196,1.6004
TGNT,700000,-8.9005,14.2205
TGOPY,90000,-10.8165,16.1365
TGRO,10000000,5.0700,0.2500
TGRP,300,5.0700,0.2500
TGRR,4500000,5.0700,0.2500
TGRT,10000,-0.1841,5.5041
TGRW,10000,-4.9066,10.2266
TGS,500000,0.5342,4.7858
TGSGY,300,-5.4479,10.7679
TGT,3900000,5.0700,0.2500
TGTL,550000,5.0700,0.2500
TGTX,2100000,5.0390,0.2810
TGVC,1000,3.8889,1.4311
TH,300000,3.7536,1.5664
THAR,250000,-128.3225,133.6425
THBD,1000000,-5.7185,11.0385
THBRF,1200000,-9.8523,15.1723
THC,550000,4.9038,0.4163
THCBF,150000,5.0700,0.2500
THCH,500000,-4.8187,10.1387
THCP,100000,0.9655,4.3545
THCPU,4000,1.5885,3.7315
THCT,3000,5.0700,0.2500
THCX,75000,-1.9297,7.2497
THD,450000,-0.8617,6.1817
THDDY,1000,5.0700,0.2500
THEGQ,3000,5.0700,0.2500
THER,100,5.0700,0.2500
THES,450000,5.0700,0.2500
THFF,85000,3.6963,1.6237
THG,200000,5.0101,0.3099
THKLY,3000,5.0700,0.2500
THLLY,35000,-13.2962,18.6162
THM,2400000,-10.0255,15.3455
THMG,30000,4.0248,1.2952
THMO,45000,-142.1166,147.4366
THNPY,25000,-90.4660,95.7860
THNQ,1000,-2.2792,7.5992
THNS,10000000,5.0700,0.2500
THO,250000,5.0184,0.3016
THQ,200000,2.5357,2.7843
THR,550000,4.7567,0.5633
THRD,450000,-0.2707,5.5907
THRM,350000,4.8361,0.4839
THRR,150000,5.0700,0.2500
THRX,1100000,-0.8414,6.1614
THRY,450000,4.7508,0.5692
THS,950000,4.8361,0.4839
THSGF,35000,-5.0363,10.3563
THST,5000,3.9274,1.3926
THTA,9000,-17.6714,22.9914
THTI,45000,5.0700,0.2500
THTX,150000,-58.5277,63.8477
THUPY,3000,-5.9783,11.2983
THVB,4000,-0.8472,6.1672
THW,450000,4.1477,1.1723
THWI,4000,5.0700,0.2500
THYF,800,-0.5765,5.8965
TIAIY,150000,4.5655,0.7545
TIDE,2400000,5.0700,0.2500
TIGCF,25000,-6.2585,11.5785
TIGE,250000,5.0700,0.2500
TIGO,1800000,3.3919,1.9281
TIGR,6900000,3.2095,2.1105
TIIAY,100000,-27.6396,32.9596
TIKK,10000,-2.6062,7.9262
TIL,250000,3.9721,1.3479
TILCF,10000,-3.8709,9.1909
TILE,1900000,4.7883,0.5317
TILL,9000,-6.0000,11.3200
TILT,15000,-13.5668,18.8868
TIMB,150000,4.6955,0.6245
TIMCF,75000,-1.7558,7.0758
TIME,15000,-4.5146,9.8346
TIMNF,800000,5.0700,0.2500
TINFF,150000,-29.8229,35.1429
TINLY,10000,5.0700,0.2500
TINO,2900000,5.0700,0.2500
TINT,10000,5.0700,0.2500
TINY,10000,-1.7306,7.0506
TIO,20000,-11.4109,16.7309
TIP,1800000,4.8479,0.4721
TIPS,150000,5.0700,0.2500
TIPT,1900000,3.4515,1.8685
TIPX,600000,3.9832,1.3368
TIPZ,20000,-4.2571,9.5771
TIRX,100000,-98.0037,103.3237
TISCY,200,5.0700,0.2500
TISDZ,1900000,5.0700,0.2500
TISI,25000,2.0669,3.2531
TITAF,2200000,5.0700,0.2500
TITN,1100000,4.9119,0.4081
TITT,200000,5.0700,0.2500
TIVC,50000,-20.6145,25.9345
TIVU,4200000,5.0700,0.2500
TIXC,35000,5.0700,0.2500
TIXT,15000,4.2041,1.1159
TJSS,950000,5.0700,0.2500
TJUL,55000,-17.5180,22.8380
TJX,10000000,5.0700,0.2500
TK,900000,4.7328,0.5872
TKAMY,20000,-2.9306,8.2506
TKC,500000,-12.7647,18.0847
TKCBY,100,5.0700,0.2500
TKECY,1000,4.5655,0.7545
TKGBY,100000,-2.1578,7.4778
TKGN,200000,5.0700,0.2500
TKGSY,200000,-44.9600,50.2800
TKHL,80000,5.0700,0.2500
TKHVY,1000,5.0700,0.2500
TKLF,1200000,-48.8842,54.2042
TKLS,1000,5.0700,0.2500
TKNO,55000,-4.3538,9.6738
TKO,450000,5.0700,0.2500
TKOI,850000,5.0700,0.2500
TKOMY,350000,-3.1007,8.4207
TKR,500000,5.0564,0.2636
TKRFF,500000,-13.4471,18.7671
TKVR,5000,-11.3224,16.6424
TKXHF,650000,5.0700,0.2500
TKYMY,1000,5.0700,0.2500
TLCC,55000,5.0700,0.2500
TLCO,2000,5.0700,0.2500
TLDE,900000,5.0700,0.2500
TLDN,2000,5.0700,0.2500
TLF,100000,-10.7991,16.1191
TLFX,5000,5.0700,0.2500
TLGPY,350000,-1.3884,6.7084
TLGY,55000,3.7552,1.5648
TLGYU,3000,-5.9892,11.3092
TLH,150000,2.8887,2.4313
TLIF,25000,5.0700,0.2500
TLIS,150000,0.7988,4.5212
TLK,300000,4.7907,0.5293
TLLEQ,250000,5.0700,0.2500
TLLTF,3400000,-14.8285,20.1485
TLNE,150000,4.5546,0.7654
TLNT,1000,5.0700,0.2500
TLOFF,2500000,0.1689,5.1511
TLOG,300000,5.0700,0.2500
TLPEQ,10000000,5.0700,0.2500
TLPFY,400,-16.0029,21.3229
TLPH,700000,-3.4043,8.7243
TLRS,1500000,-2.9328,8.2528
TLRY,450000,0.8069,4.5131
TLS,1000000,3.7042,1.6158
TLSA,750000,-1.4079,6.7279
TLSI,10000,-67.6053,72.9253
TLSNY,9000,-9.9133,15.2333
TLSS,10000000,-8.2380,13.5580
TLT,10000000,4.9119,0.4081
TLTD,10000,-1.3884,6.7084
TLTE,15000,-2.5635,7.8835
TLTFF,600000,-14.7461,20.0661
TLTW,1400000,-0.6466,5.9666
TLTZY,2000,4.2562,1.0638
TLYS,150000,4.7502,0.5698
TM,2000,3.6211,1.6989
TMASF,60000,-3.5738,8.8938
TMAT,1000,-0.8340,6.1540
TMBRQ,80000,-69.1286,74.4486
TMBXF,7000,5.0700,0.2500
TMC,4400000,-21.1511,26.4711
TMCI,1500000,4.9535,0.3665
TMDIF,1900000,-5.4905,10.8105
TMDX,200000,5.0344,0.2856
TME,10000000,4.9119,0.4081
TMEB,200000,5.0700,0.2500
TMEN,3000000,5.0700,0.2500
TMET,200,5.0700,0.2500
TMF,3700000,4.6928,0.6272
TMFC,100000,-3.5993,8.9193
TMFE,10000,-3.5374,8.8574
TMFG,150000,-0.3059,5.6259
TMFM,15000,-7.3964,12.7164
TMFS,40000,-6.5304,11.8504
TMFX,25000,-1.1070,6.4270
TMGI,3700000,5.0700,0.2500
TMGY,15000,5.0700,0.2500
TMHC,1200000,4.9119,0.4081
TMICY,2000,-0.6131,5.9331
TMJG,3000,5.0700,0.2500
TMMG,1100000,5.0700,0.2500
TMMI,8000000,5.0700,0.2500
TMNA,95000,-4.1807,9.5007
TMO,3400000,5.0422,0.2778
TMOAY,10000,4.2948,1.0252
TMOL,10000,5.0700,0.2500
TMP,45000,3.6183,1.7017
TMP021420,10000,5.0700,0.2500
TMP025642,2000,5.0700,0.2500
TMP061106,1000,5.0700,0.2500
TMP061Y10,1000,5.0700,0.2500
TMP082R10,900,5.0700,0.2500
TMP093210,15000,5.0700,0.2500
TMP105810,10000,5.0700,0.2500
TMP107F10,2000,5.0700,0.2500
TMP109310,30000,5.0700,0.2500
TMP115510,2100000,5.0700,0.2500
TMP115A10,6000,5.0700,0.2500
TMP133L20,700,5.0700,0.2500
TMP139R20,1000,NA,NA
TMP142820,5000,5.0700,0.2500
TMP161410,6000,5.0700,0.2500
TMP170P10,3,5.0700,0.2500
TMP171R10,15000,5.0700,0.2500
TMP179720,700,5.0700,0.2500
TMP214020,5000,5.0700,0.2500
TMP228N10,4000,5.0700,0.2500
TMP235N10,20000,5.0700,0.2500
TMP242X10,10000,5.0700,0.2500
TMP261V10,3000,5.0700,0.2500
TMP297865,150000,5.0700,0.2500
TMP321110,100,5.0700,0.2500
TMP333J10,150000,5.0700,0.2500
TMP358110,35000,5.0700,0.2500
TMP364Q10,750000,5.0700,0.2500
TMP365820,4000,5.0700,0.2500
TMP373M10,95000,5.0700,0.2500
TMP387M10,3000,5.0700,0.2500
TMP405110,20000,5.0700,0.2500
TMP410610,10000,5.0700,0.2500
TMP450510,6000,4.8361,0.4839
TMP464M10,10000,5.0700,0.2500
TMP468210,550000,5.0700,0.2500
TMP472620,40000,5.0700,0.2500
TMP485910,2000,5.0700,0.2500
TMP491620,2000,NA,NA
TMP492110,30000,5.0700,0.2500
TMP500V10,500000,5.0700,0.2500
TMP533010,45000,NA,NA
TMP572320,200000,5.0700,0.2500
TMP577310,30000,5.0700,0.2500
TMP582810,100000,5.0700,0.2500
TMP584410,6000,5.0700,0.2500
TMP603910,150000,5.0700,0.2500
TMP614520,2000,5.0700,0.2500
TMP620910,10000,5.0700,0.2500
TMP620G10,20000,5.0700,0.2500
TMP634010,5000,5.0700,0.2500
TMP645V10,100,5.0700,0.2500
TMP653S10,1000,5.0700,0.2500
TMP658610,1000,5.0700,0.2500
TMP669520,600,5.0700,0.2500
TMP753010,5000,5.0700,0.2500
TMP768010,3000,5.0700,0.2500
TMP772520,100,5.0700,0.2500
TMP783810,3000,5.0700,0.2500
TMP793010,500,5.0700,0.2500
TMP809020,3000,5.0700,0.2500
TMP811110,1000,5.0700,0.2500
TMP817E10,300000,5.0700,0.2500
TMP826F10,25000,NA,NA
TMP850R10,23,5.0700,0.2500
TMP874T10,25000,5.0700,0.2500
TMP892020,45000,5.0700,0.2500
TMP932X10,100,NA,NA
TMP939310,100,5.0700,0.2500
TMP942J10,1000,5.0700,0.2500
TMP948010,500,5.0700,0.2500
TMP949J10,200000,5.0700,0.2500
TMP950F20,55000,5.0700,0.2500
TMP972130,200,5.0700,0.2500
TMP976510,1000,5.0700,0.2500
TMP978210,1000,5.0700,0.2500
TMP991010,15000,5.0700,0.2500
TMPOQ,450000,-75.5973,80.9173
TMPS,300000,5.0700,0.2500
TMQ,4300000,3.2618,2.0582
TMRAY,9000,-1.1178,6.4378
TMRC,500000,-1.7558,7.0758
TMSH,6800000,5.0700,0.2500
TMSL,100,-8.6833,14.0033
TMSNY,15000,-15.3259,20.6459
TMST,350000,4.9119,0.4081
TMTC,100000,4.1000,1.2200
TMTCU,700,-11.6724,16.9924
TMTP,2700000,5.0700,0.2500
TMUS,5300000,5.0700,0.2500
TMV,1000000,-9.9952,15.3152
TMVWY,25000,5.0700,0.2500
TMXN,4100000,5.0700,0.2500
TNA,3000000,2.6734,2.6466
TNABY,10000,5.0700,0.2500
TNBI,2000,5.0700,0.2500
TNC,150000,4.8686,0.4514
TNDM,350000,4.9618,0.3582
TNEN,600000,5.0700,0.2500
TNET,350000,4.9119,0.4081
TNGL,1500000,5.0700,0.2500
TNGNQ,30000,-8.2510,13.5710
TNGX,70000,4.8028,0.5172
TNK,600000,4.9119,0.4081
TNKE,3100000,5.0700,0.2500
TNKY,750000,5.0700,0.2500
TNL,650000,5.0219,0.2981
TNLX,40000,-8.2380,13.5580
TNON,50000,-218.2335,223.5535
TNP,2500000,-0.7900,6.1100
TNPH,2000,5.0700,0.2500
TNRG,35000,5.0700,0.2500
TNROQ,30000,5.0700,0.2500
TNTRQ,100000,5.0700,0.2500
TNXP,450000,-31.3554,36.6754
TNYA,150000,4.0290,1.2910
TNYBF,350000,-2.5942,7.9142
TNYYF,80000,NA,NA
TNYZF,65000,-8.1069,13.4269
TOBAF,30000,-10.3724,15.6924
TOELY,250000,0.5116,4.8084
TOFB,150000,5.0700,0.2500
TOGI,60000,5.0700,0.2500
TOGOF,35000,5.0700,0.2500
TOI,750000,-1.7994,7.1194
TOIPY,100,5.0700,0.2500
TOITF,15000,5.0195,0.3005
TOK,40000,-7.2070,12.5270
TOKE,40000,-6.0000,11.3200
TOKUY,100,-23.1742,28.4942
TOL,850000,5.0627,0.2573
TOLL,100,-2.6063,7.9263
TOLWF,60000,5.0700,0.2500
TOLZ,65000,-9.6347,14.9547
TOMDF,10000000,5.0700,0.2500
TOMYY,300,5.0700,0.2500
TOMZ,300000,-43.3248,48.6448
TONR,10000000,5.0700,0.2500
TOON,450000,-1.6251,6.9451
TOP,100000,-62.5175,67.8375
TOPPY,2000,-14.1351,19.4551
TOPS,45000,-125.9683,131.2883
TORCF,15000,-0.3626,5.6826
TORM,10000,-9.5370,14.8570
TORO,200000,-3.4508,8.7708
TORVF,500000,-3.2172,8.5372
TORZ,45000,-5.0034,10.3234
TOST,1700000,5.0683,0.2517
TOSYY,200000,3.2915,2.0285
TOTDY,700,-6.3992,11.7192
TOTL,650000,-0.3059,5.6259
TOTR,100,-1.0583,6.3783
TOUR,3500000,-0.8441,6.1641
TOUS,1000,-3.5533,8.8733
TOVX,400000,-5.1802,10.5002
TOWN,550000,4.9692,0.3508
TOWTF,95000,-1.9363,7.2563
TPAC,10000000,5.0700,0.2500
TPB,550000,3.3621,1.9579
TPC,800000,4.4377,0.8823
TPCFF,50000,NA,NA
TPCS,350000,1.4532,3.8668
TPET,80000,-48.2384,53.5584
TPG,150000,5.0399,0.2801
TPH,750000,4.9119,0.4081
TPHD,75000,-1.8028,7.1228
TPHM,5400000,5.0700,0.2500
TPHS,100000,-39.7162,45.0362
TPIA,15000,5.0700,0.2500
TPIC,100000,4.2979,1.0221
TPIF,25000,-0.9373,6.2573
TPII,4000000,5.0700,0.2500
TPIY,400000,5.0700,0.2500
TPL,35000,5.0700,0.2500
TPLC,20000,-5.9892,11.3092
TPNI,4000000,5.0700,0.2500
TPOR,25000,-0.7584,6.0784
TPPPF,3000,5.0700,0.2500
TPR,1700000,4.9119,0.4081
TPRKY,7000,5.0700,0.2500
TPSC,30000,-0.9868,6.3068
TPST,300000,-13.8417,19.1617
TPTA,55000,4.1595,1.1605
TPTW,9900000,5.0700,0.2500
TPUTQ,15000,5.0700,0.2500
TPVG,550000,-5.5401,10.8601
TPX,800000,4.9416,0.3784
TPYP,55000,-7.5320,12.8520
TPZ,40000,-17.3557,22.6757
TPZEF,1000,4.8069,0.5131
TPZG,10000,5.0700,0.2500
TQLA,6500000,5.0700,0.2500
TQLB,50000,5.0700,0.2500
TQQQ,3600000,3.9656,1.3544
TR,90000,4.8952,0.4248
TRAB,2500000,5.0700,0.2500
TRAE,250000,5.0700,0.2500
TRAK,55000,1.3345,3.9855
TRARF,7000,5.0700,0.2500
TRBD,2500000,5.0700,0.2500
TRBMF,8000,-18.3185,23.6385
TRBO,3000,5.0700,0.2500
TRC,500000,4.5392,0.7808
